"","LU1","LU2","variable","family","p_value","R2m","R2c","AIC","Transition","Effect"
"27",2.99624051429228,-0.0912815306354145,"db_rich","Negative Binomial",0.17542365797135,0.0115933742348346,0.125915164512752,909.338620945785,"LF_LBF","no_effect"
"28",2.64115596026874,-0.241863048975619,"liana_rich","Negative Binomial",0.00385105241132132,0.0557447516779325,0.0557447516779325,850.967180467996,"LF_LBF","decrease"
"29",4.16689322156965,-0.184770282011672,"sap_rich","Negative Binomial",9.79260649824801e-05,0.105912838321701,0.105912838321701,1115.84475137409,"LF_LBF","decrease"
"30",4.14028888409022,-0.240615093303018,"tree_rich","Negative Binomial",3.2255003674336e-07,0.166628570715287,0.239935341413863,1101.85270754799,"LF_LBF","decrease"
"31",3.20166981376453,-0.228410451910019,"ant_rich","Negative Binomial",6.60875666619266e-05,0.10329618981127,0.10329618981127,951.689061686251,"LF_PA","decrease"
"32",3.91227699609066,-0.590257677091468,"bird_rich","Negative Binomial",2.58376371745551e-22,0.492823887809998,0.498985402655041,1078.52554593474,"LF_PA","decrease"
"33",2.99517042671538,-0.922842060992812,"db_rich","Negative Binomial",2.66717483149633e-24,0.509592292413703,0.556617080409781,865.87014006805,"LF_PA","decrease"
"34",2.6159106997756,-5.82496227700906,"liana_rich","Negative Binomial",5.51935064647141e-298,0.971692054362859,0.972702572263765,450.625165193971,"LF_PA","decrease"
"35",4.15031282963268,-4.2154294591505,"sap_rich","Negative Binomial",0,0.985958755030396,0.986867883608191,776.436669577237,"LF_PA","decrease"
"36",4.14062371186488,-5.75365665834733,"tree_rich","Negative Binomial",0,0.994588004382964,0.995331897283673,588.003819358693,"LF_PA","decrease"
"37",3.20166979452,-0.590469367368757,"ant_rich","Negative Binomial",3.29383599019756e-08,0.300213076409354,0.300213076409354,669.106359605818,"LF_MA","decrease"
"38",3.90808500182419,-1.47025933779328,"bird_rich","Negative Binomial",5.05659688037518e-34,0.847757091284425,0.852657362890793,706.464382473935,"LF_MA","decrease"
"39",2.99101958769557,-1.00972349821267,"db_rich","Negative Binomial",2.79974872806797e-15,0.529947645201969,0.569778904051969,610.752629809665,"LF_MA","decrease"
"40",2.61761793751717,-14.3957022538919,"liana_rich","Negative Binomial",1.85996549907805e-130,0.995277369075096,0.995469354439612,425.808268738276,"LF_MA","decrease"
"41",4.15617912449659,-16.998711635056,"sap_rich","Negative Binomial",0,0.999146846453953,0.999182146813414,549.844323704394,"LF_MA","decrease"
"42",4.14125301325768,-19.9133026642714,"tree_rich","Poisson",0,0.999635788950926,0.999716157330701,513.061390901212,"LF_MA","decrease"
"43",3.29075598524345,-0.316171597764701,"ant_rich","Negative Binomial",1.94877693452456e-09,0.226729967033804,0.228128093855811,910.749718124575,"LBF_PA","decrease"
"44",3.85276279209679,-0.522047476745185,"bird_rich","Negative Binomial",6.70565930055024e-20,0.457782970102887,0.457782970102887,1033.04327442648,"LBF_PA","decrease"
"45",2.90759829517041,-0.830672334005944,"db_rich","Negative Binomial",7.58788840780278e-21,0.450952872055015,0.514676979201958,832.367175678167,"LBF_PA","decrease"
"46",2.39929292518524,-5.57734648902509,"liana_rich","Negative Binomial",8.44343363546266e-239,0.935213812815329,0.935213812815329,449.181390125219,"LBF_PA","decrease"
"47",3.98212297572333,-4.02468262442954,"sap_rich","Negative Binomial",0,0.964173110225505,0.964173110225505,783.932946388252,"LBF_PA","decrease"
"48",3.89129130403368,-5.5152311239542,"tree_rich","Negative Binomial",0,0.978788385726133,0.979270141005247,640.401559595606,"LBF_PA","decrease"
"49",3.28954926095431,-0.678348749777518,"ant_rich","Negative Binomial",5.85204612758007e-12,0.452443710164884,0.452443710164884,636.911926600492,"LBF_MA","decrease"
"50",3.85276283817949,-1.42388401046712,"bird_rich","Negative Binomial",3.62316941147666e-35,0.869667582199896,0.869667582199896,658.420628198931,"LBF_MA","decrease"
"51",2.90454237066575,-0.930243269770058,"db_rich","Negative Binomial",1.13002770651263e-13,0.487882110749672,0.546099443799268,577.445254558637,"LBF_MA","decrease"
"52",2.3992928883546,-23.3748478853436,"liana_rich","Negative Binomial",1.71255264127285e-118,0.996002487492936,0.996002487492936,424.082728254307,"LBF_MA","decrease"
"53",3.98908836210665,-18.6606476067385,"sap_rich","Negative Binomial",0,0.99835408209317,0.998383730013426,560.557359537758,"LBF_MA","decrease"
"54",3.89102632117236,-78.8816833141595,"tree_rich","Negative Binomial",0,0.999882986956383,0.999885840063567,563.934550298634,"LBF_MA","decrease"
"55",2.99150271915034,-0.394711901129485,"ant_rich","Negative Binomial",0.000167715146122445,0.143867342901814,0.174615098520848,671.28737914026,"PA_MA","decrease"
"56",3.33071526998002,-0.901836528030223,"bird_rich","Negative Binomial",1.32528324004701e-14,0.499822036878402,0.499822036878402,702.397955627097,"PA_MA","decrease"
"57",2.07048758633543,-0.0937061522760406,"db_rich","Negative Binomial",0.407637389903801,0.00651543725516987,0.0807091741329986,533.923437656031,"PA_MA","no_effect"
"58",-3.1780538326898,-16.987929747359,"liana_rich","Poisson",0.173805718937305,0.0504936666804035,0.0504936666804035,31.0683230728756,"PA_MA","no_effect"
"59",-0.312676977582106,-8.71718802955565,"sap_rich","Negative Binomial",1.460674520132e-05,0.485501019410583,0.49380763301606,197.017210374189,"PA_MA","decrease"
"60",-1.63760882249827,-18.7318875600796,"tree_rich","Poisson",0.00330229330328938,0.578444664716062,0.578444664716062,82.6256348995321,"PA_MA","decrease"
"61",2.99285928019643,0.179312940310314,"ant_rich","Negative Binomial",0.0102575370308647,0.0563641331196198,0.107144753781892,690.041799049627,"PA_SFyoung","increase"
"62",3.3252391053849,0.330127771980427,"bird_rich","Negative Binomial",8.32485748195514e-06,0.164959370740605,0.170240705920234,795.223781667972,"PA_SFyoung","increase"
"63",2.0606432679988,0.637393054289003,"db_rich","Negative Binomial",2.11451693423516e-09,0.257272141582515,0.291132223051812,616.213665894427,"PA_SFyoung","increase"
"64",-3.17805387152695,4.97485106183515,"liana_rich","Negative Binomial",1.03958100420873e-22,0.720639385464749,0.720639385464749,221.525811010558,"PA_SFyoung","increase"
"65",-0.0425595115561135,3.46375754198882,"sap_rich","Negative Binomial",1.29620780978401e-26,0.75585174070733,0.75585174070733,491.625493345019,"PA_SFyoung","increase"
"66",-1.63760882436184,4.5212237940985,"tree_rich","Negative Binomial",3.40542232459025e-24,0.695226758596969,0.695226758596969,342.504785356512,"PA_SFyoung","increase"
"67",2.61120039080069,0.562813074446292,"ant_rich","Negative Binomial",1.70071526577341e-05,0.27325204344447,0.27325204344447,407.557493721198,"MA_SFyoung","increase"
"68",2.43564439892041,1.22068371916909,"bird_rich","Negative Binomial",1.23745159976983e-17,0.738141860220016,0.745379826288239,424.61848054154,"MA_SFyoung","increase"
"69",2.01093597884587,0.697228921015577,"db_rich","Negative Binomial",3.27845407730952e-07,0.354339390369266,0.357696765466322,359.397000067699,"MA_SFyoung","increase"
"70",-19.3251745388763,21.1219718042491,"liana_rich","Negative Binomial",1.17550787883421e-61,0.986346634666542,0.986346634666542,196.375595130185,"MA_SFyoung","increase"
"71",-15.8649664464755,19.2861645325304,"sap_rich","Negative Binomial",3.74489206983293e-290,0.995645200516349,0.995645200516349,283.467678431074,"MA_SFyoung","increase"
"72",-16.6639901920746,19.5476050305222,"tree_rich","Negative Binomial",4.73664540549151e-205,0.981612838792061,0.981612838792061,266.108499987072,"MA_SFyoung","increase"
"73",3.17401341813643,-0.0247020748252459,"ant_rich","Negative Binomial",0.747637746959368,0.00180770779753361,0.00180770779753361,378.463046091312,"SFyoung_SFold","no_effect"
"74",3.65497793016349,0.0298934833241238,"bird_rich","Negative Binomial",0.692243022970223,0.00263074636136421,0.00263074636136421,451.004016756204,"SFyoung_SFold","no_effect"
"75",2.70297453003593,0.194175343187667,"db_rich","Negative Binomial",0.07904981483534,0.0522691404101621,0.0817933782796209,387.042129317788,"SFyoung_SFold","no_effect"
"76",1.79679728832859,0.39597288279378,"liana_rich","Negative Binomial",0.0302197198749867,0.0637795629298488,0.0637795629298488,344.309047396363,"SFyoung_SFold","increase"
"77",3.41695375108948,0.426937392930666,"sap_rich","Negative Binomial",0.000626232780261765,0.182967356181009,0.19233639294257,490.855358287868,"SFyoung_SFold","increase"
"78",2.8836150324794,0.795214099765434,"tree_rich","Negative Binomial",0.000127016982046505,0.184487460937337,0.184487460937337,491.014869542082,"SFyoung_SFold","increase"
"79",3.0751777617425,-0.0675368697390194,"ant_rich","Negative Binomial",0.368992723973468,0.00816917787932037,0.150205387917924,635.133301936369,"SFold_PA","no_effect"
"80",3.68487142597776,-0.35415611821944,"bird_rich","Negative Binomial",8.07755632865962e-06,0.170824303060747,0.170824303060747,731.640439320121,"SFold_PA","decrease"
"81",2.83168777267912,-0.754275069666164,"db_rich","Negative Binomial",3.60142451397743e-11,0.355948656932069,0.439087608843823,559.178393682387,"SFold_PA","decrease"
"82",2.19277022815543,-5.370823955521,"liana_rich","Poisson",4.51641643035789e-103,0.922975033437288,0.922975033437288,175.114122053357,"SFold_PA","decrease"
"83",3.86030856676624,-3.9028681603816,"sap_rich","Negative Binomial",1.89673100997578e-29,0.952148441707514,0.952148441707514,424.761982294119,"SFold_PA","decrease"
"84",3.67882911531165,-5.31643782229442,"tree_rich","Negative Binomial",3.74197512131507e-38,0.961162961275278,0.961162961275278,280.95474181587,"SFold_PA","decrease"
"85",3.14931133610582,-0.538111018055133,"ant_rich","Negative Binomial",6.40181379242639e-05,0.261793776468347,0.261793776468347,360.923119118702,"SFold_MA","decrease"
"86",3.68487142546218,-1.25599256664193,"bird_rich","Negative Binomial",2.41705880977544e-16,0.751985817537568,0.751985817537568,361.461440514437,"SFold_MA","decrease"
"87",2.84526234286576,-0.870105597959696,"db_rich","Negative Binomial",2.14609106445009e-11,0.560769373897969,0.624001195342645,301.499204882735,"SFold_MA","decrease"
"88",2.19277022369774,-18.9132421839026,"liana_rich","Poisson",7.55387727817047e-70,0.996895140624572,0.996895140624572,150.045801918317,"SFold_MA","decrease"
"89",3.79964794138483,-20.5126162481126,"sap_rich","Poisson",0,0.999426127620316,0.999531055128027,200.540690809999,"SFold_MA","decrease"
"90",3.67882911137718,-27.7199336869203,"tree_rich","Negative Binomial",2.50954477530509e-300,0.999259978313976,0.999259978313976,204.414186826941,"SFold_MA","decrease"
"91",2.0636931847117,-0.15238856480631,"bee_rich","Poisson",0.281686760677928,0.0201370306365079,NA,245.217389047789,"UF_LF","no_effect"
"92",2.0636931847117,-0.188234696606995,"bee_rich","Quasipoisson",0.352080935343814,0.0145111694818166,NA,148.196754049704,"UF_LBF","no_effect"
"93",2.0636931847117,-0.607018026830007,"bee_rich","Quasipoisson",0.000917958836231244,0.118582279840556,NA,189.11760519546,"UF_PA","decrease"
"94",2.0636931847117,-1.10818173919226,"bee_rich","Poisson",5.11268643676991e-07,0.588966122336184,NA,72.9290348457772,"UF_MA","decrease"
"95",1.91130461990539,-0.0358461293901803,"bee_rich","Quasipoisson",0.753101164410322,0.00109791322568634,NA,264.93508043693,"LF_LBF","no_effect"
"96",1.91130461987784,-0.454629461996148,"bee_rich","Quasipoisson",3.74744173113086e-05,0.14848310574639,NA,309.073621620528,"LF_PA","decrease"
"97",1.91130461990539,-0.955793174385949,"bee_rich","Poisson",9.8466731314421e-08,0.442074761620945,NA,245.368814731374,"LF_MA","decrease"
"98",1.8754584881047,-0.418783330223012,"bee_rich","Quasipoisson",0.000935329464749887,0.0967344917382958,NA,257.38171011426,"LBF_PA","decrease"
"99",1.8754584881047,-0.919947043077266,"bee_rich","Quasipoisson",0.000343987390860219,0.252965807859179,NA,148.071025017028,"LBF_MA","decrease"
"100",1.45667515788169,-0.501163712854254,"bee_rich","Quasipoisson",0.0342257471467573,0.0781764609707342,NA,186.574033688171,"PA_MA","decrease"
"101",1.45667515788169,0.79110169861736,"bee_rich","Quasipoisson",7.82779771134075e-09,0.273326981044348,NA,210.147533413951,"PA_SFyoung","increase"
"102",0.955511445519439,1.29226541098066,"bee_rich","Poisson",4.38209853057376e-12,0.722401711718232,NA,116.163464332253,"MA_SFyoung","increase"
"103",2.2477768565001,-0.489918938871409,"bee_rich","Poisson",0.0113103773762466,0.276325577827923,NA,105.345203050018,"SFyoung_SFold","decrease"
"104",1.75785791755237,-0.301182759670683,"bee_rich","Quasipoisson",0.246639571393289,0.0185335066717535,NA,165.773220162219,"SFold_PA","no_effect"
"105",1.75785791762869,-0.802346472109255,"bee_rich","Poisson",0.00314526445689172,0.328547543393022,NA,62.2621992471276,"SFold_MA","decrease"
"106",195.946994285015,-55.2061865813666,"Aboveground_pool",NA,1.84576008690754e-06,0.221533014408819,0.227850210406917,932.522702133379,"UF_LF","decrease"
"107",7.42178245969805,0.468665105698937,"Litter_pool",NA,0.294380332073422,0.00605005530530991,0.503755672905579,371.64101197061,"UF_LF","no_effect"
"108",20.9384434339395,6.59270785196681,"Dead_pool",NA,0.0420838210394343,0.0382622179258116,0.171566106490751,720.256520896115,"UF_LF","increase"
"109",48.1860528824124,12.4081726589996,"Soil_pool_new",NA,0.00682922753496921,0.0760995017962343,0.0812581125518988,777.278681977813,"UF_LF","increase"
"110",4.08778862171492,0.135004076756638,"pH",NA,0.00871807900286434,0.0143501491843684,0.825238740367829,-16.6191145254688,"UF_LF","increase"
"111",0.110948809186819,0.0477342796729001,"Nperc",NA,8.29148670579226e-05,0.146866870353004,0.288197042483585,-289.780937244246,"UF_LF","increase"
"112",3.01612930357912,0.760846790583145,"P",NA,0.0447316913282478,0.0456299719492367,0.133637870320685,323.430185843024,"UF_LF","increase"
"113",25.7440256037172,8.98616224968922,"K",NA,0.00107928701356586,0.0883850675248658,0.308925231621823,685.983658366141,"UF_LF","increase"
"114",20.1335908573538,4.74207575739748,"Na",NA,0.0175891787085464,0.0286949449827724,0.565717828195812,633.591964847913,"UF_LF","increase"
"115",0.73537352019075,0.505976852544015,"CaMg",NA,0.0022390121936268,0.0767616999396496,0.30733163261561,186.719222684416,"UF_LF","increase"
"116",1.55629139793456,0.0955477438481712,"Al",NA,0.40369852323527,0.00253469802061268,0.700605144942323,122.693737821787,"UF_LF","no_effect"
"117",193.968842762597,-84.5040350573381,"Aboveground_pool",NA,5.53752646055151e-09,0.291283411881385,0.40628928748988,934.14806717048,"UF_LBF","decrease"
"118",7.4817349187418,0.030725377605576,"Litter_pool",NA,0.929966521012692,1.91501716560324e-05,0.62801733615374,364.082238186948,"UF_LBF","no_effect"
"119",20.6620784971011,3.91436172523542,"Dead_pool",NA,0.22543307089697,0.0139426589490511,0.0513500206357989,704.920701102625,"UF_LBF","no_effect"
"120",48.1252380952381,9.35537728937732,"Soil_pool_new",NA,0.063787581957088,0.0387236191997125,0.0387236191997125,766.517638248895,"UF_LBF","no_effect"
"121",4.09569803820311,0.33057024932531,"pH",NA,5.54546655607363e-05,0.0538645863814943,0.74811980695742,57.1414959566169,"UF_LBF","increase"
"122",0.111303744188113,0.0380285946269791,"Nperc",NA,0.00653109636513775,0.0841934973786533,0.174721420225291,-257.240261256318,"UF_LBF","increase"
"123",2.98961586438784,0.78534962314678,"P",NA,0.0508857228458673,0.0399352832678213,0.212554370165319,324.853299872669,"UF_LBF","no_effect"
"124",26.0948736612197,10.6378876978243,"K",NA,0.0071847237242097,0.0596532097772911,0.320789842496427,726.907091419926,"UF_LBF","increase"
"125",20.3594234718285,3.81766217734209,"Na",NA,0.149270963637439,0.0115333754812893,0.527685523728815,662.740315111106,"UF_LBF","no_effect"
"126",0.776135808551336,1.02537847146933,"CaMg",NA,0.00024544988039045,0.100514488393693,0.414298871765521,267.559298769697,"UF_LBF","increase"
"127",1.54635887865258,-0.191866561315971,"Al",NA,0.127731715779116,0.00801657057842535,0.71015460887799,139.214976644966,"UF_LBF","no_effect"
"128",196.150170247619,-195.669339888494,"Aboveground_pool",NA,8.35791447254752e-52,0.914539739538526,0.914539739538526,869.684107321638,"UF_PA","decrease"
"129",7.33738026382696,-5.89559450513018,"Litter_pool",NA,3.13558497088749e-25,0.638210651007982,0.739531946807132,360.835549002908,"UF_PA","decrease"
"130",20.5022241981189,-19.0319464465073,"Dead_pool",NA,9.10095635799338e-30,0.747756325467066,0.755004641108586,554.167465275595,"UF_PA","decrease"
"131",48.0158856736074,0.0858107255144142,"Soil_pool_new",NA,0.939265125363958,5.01800182799779e-06,0.0128646537520113,786.147930004168,"UF_PA","no_effect"
"132",4.06645266879233,0.957518054019579,"pH",NA,1.03551948086359e-16,0.453820274554342,0.599668176016007,94.3175422748554,"UF_PA","increase"
"133",0.109787751838496,0.0076932087919817,"Nperc",NA,0.492468751583327,0.00387600999528999,0.360763154934323,-315.661565969116,"UF_PA","no_effect"
"134",3.05714285704762,1.44397597010516,"P",NA,0.0125714496054697,0.0641200754533327,0.0641200754533327,426.357527960553,"UF_PA","increase"
"135",25.5507474259459,17.6956785786496,"K",NA,0.000812054489525569,0.106994246439417,0.150834633409426,837.794133448248,"UF_PA","increase"
"136",19.9634809798472,5.07377697646495,"Na",NA,0.107508222251535,0.0205330083169088,0.257808322355868,749.533226726339,"UF_PA","no_effect"
"137",0.698835978809526,1.70733686070436,"CaMg",NA,4.66704945719974e-09,0.306296036457155,0.306296036457155,284.237930398244,"UF_PA","increase"
"138",1.59768482781818,-0.979557638395568,"Al",NA,8.98482064029934e-15,0.399913514514939,0.573789333920147,116.350227285268,"UF_PA","decrease"
"139",196.150170247619,-196.150170247619,"Aboveground_pool",NA,4.76918964208395e-24,0.884346698037901,0.884346698037901,475.261346412009,"UF_MA","decrease"
"140",7.24057472133334,-6.39663232133334,"Litter_pool",NA,1.39110813902338e-20,0.844578562125092,0.844578562125092,166.256817863161,"UF_MA","decrease"
"141",20.4431240147619,-20.4431240147619,"Dead_pool",NA,3.19506747478881e-17,0.776471154032442,0.776471154032442,299.789916379533,"UF_MA","decrease"
"142",48.1252380952381,4.42556190476192,"Soil_pool_new",NA,0.134118033303431,0.0466067599715302,0.0466067599715302,349.071418171451,"UF_MA","no_effect"
"143",4.05978105652675,0.84062353382403,"pH",NA,6.47308745690822e-14,0.645588936298097,0.742420224939671,19.3056800550023,"UF_MA","increase"
"144",0.110555278668522,0.0286221114674088,"Nperc",NA,0.00423520916576487,0.112776625641864,0.418658909919716,-173.336692157111,"UF_MA","increase"
"145",2.95465387108998,2.48497265964933,"P",NA,1.46505575153021e-06,0.308982086551924,0.531283116844611,180.877839943288,"UF_MA","increase"
"146",25.7114923888491,30.2555599179397,"K",NA,3.64842159042515e-08,0.453059856502103,0.52915329852169,391.577768198323,"UF_MA","increase"
"147",20.3097977074248,8.66880797190338,"Na",NA,0.001362501831281,0.0922824990509609,0.63400894621838,342.192947498802,"UF_MA","increase"
"148",0.698835978809523,2.28747513231048,"CaMg",NA,1.55359020971213e-17,0.790157137982399,0.790157137982399,88.5250292503531,"UF_MA","increase"
"149",1.59004295730053,-1.02623466909312,"Al",NA,5.19251042606468e-11,0.480318058388291,0.700269529630118,59.4667942726737,"UF_MA","decrease"
"150",144.669890147697,-34.9139031492381,"Aboveground_pool",NA,1.70872103192961e-05,0.104850183293503,0.296447111928838,1403.68171506446,"LF_LBF","decrease"
"151",7.74597612396061,-0.270379857856257,"Litter_pool",NA,0.392396513395583,0.00184389210118684,0.666721848876723,552.623262963769,"LF_LBF","no_effect"
"152",27.5676030265187,-3.51639529129294,"Dead_pool",NA,0.170595463840501,0.0126737269465034,0.115582649373984,1102.99166066577,"LF_LBF","no_effect"
"153",59.7872070134815,-3.32219721739765,"Soil_pool_new",NA,0.360446507188017,0.00595223951924585,0.069926489943202,1194.19619118365,"LF_LBF","no_effect"
"154",4.20636163078864,0.217946147020575,"pH",NA,7.41885828612727e-06,0.0335096840504114,0.794556115827178,46.4692044841344,"LF_LBF","increase"
"155",0.156131416008765,-0.00889057029652218,"Nperc",NA,0.292672594154548,0.0079696659734366,0.0278677485576739,-416.095957957338,"LF_LBF","no_effect"
"156",3.82723847111851,-0.0510201480252541,"P",NA,0.844974699917097,0.000228899181846418,0.171669199948291,503.214552126452,"LF_LBF","no_effect"
"157",33.7778559713216,2.62115962533437,"K",NA,0.289265721593152,0.00525116680429885,0.378085646063793,1098.26130619994,"LF_LBF","no_effect"
"158",24.4285730427782,-0.283112706378519,"Na",NA,0.874440929104229,8.79716045068278e-05,0.541208306404687,1011.00156054865,"LF_LBF","no_effect"
"159",1.15643069487994,0.634714948001161,"CaMg",NA,0.000187446333996312,0.0597231077248147,0.459831619096804,379.332848402164,"LF_LBF","increase"
"160",1.67058885732933,-0.315715188433159,"Al",NA,0.000130891557758266,0.0297635921022047,0.74407914667962,189.469978203179,"LF_LBF","decrease"
"161",141.353618778562,-139.523209380905,"Aboveground_pool",NA,1.04484524898364e-61,0.854434140018922,0.860958172974668,1341.06181718326,"LF_PA","decrease"
"162",7.92218894692571,-6.65045166904099,"Litter_pool",NA,4.87919489561077e-48,0.659109802762829,0.818219113492362,568.062552905098,"LF_PA","decrease"
"163",27.8447482495958,-27.0493275849789,"Dead_pool",NA,3.61438861723086e-32,0.610949560146917,0.650402394024452,1059.19977923574,"LF_PA","decrease"
"164",60.5812408260268,-12.9274030324964,"Soil_pool_new",NA,6.47801944712295e-05,0.107441594649398,0.112090214167857,1222.71721587057,"LF_PA","decrease"
"165",4.24156687852909,0.754082986698842,"pH",NA,2.40654295251656e-26,0.386747867190833,0.689436947422552,108.349769300621,"LF_PA","increase"
"166",0.158229957834967,-0.0443020523934373,"Nperc",NA,1.46920940410406e-08,0.181869345810895,0.29199408260114,-467.817370227148,"LF_PA","decrease"
"167",3.70098039214706,0.800138435005716,"P",NA,0.0257854738147164,0.0346374167839,0.0346374167839,613.524361305571,"LF_PA","increase"
"168",34.3635854719385,7.8941581863497,"K",NA,0.0118948052138396,0.0369969912165201,0.192603144550681,1225.10781624915,"LF_PA","increase"
"169",24.8988702439234,-0.259957922135481,"Na",NA,0.903852952765057,7.82764610509096e-05,0.346904031948509,1103.77303644493,"LF_PA","no_effect"
"170",1.26226917987865,1.08008225953142,"CaMg",NA,3.04415469166655e-09,0.20919802803492,0.263351417767376,411.076970956639,"LF_PA","increase"
"171",1.60820117101647,-0.944971401359769,"Al",NA,8.67349726097507e-25,0.362358201694694,0.680314510793425,184.744935958247,"LF_PA","decrease"
"172",141.653754576617,-142.777864302898,"Aboveground_pool",NA,8.80382985457851e-32,0.767049380028068,0.779452713950824,940.229943500632,"LF_MA","decrease"
"173",7.94795985815095,-6.89378035674259,"Litter_pool",NA,3.37647509315324e-28,0.624731049051502,0.775913666006735,389.91880686007,"LF_MA","decrease"
"174",27.6795478656408,-27.0087878734049,"Dead_pool",NA,2.00826370526907e-15,0.464141234139088,0.526491085790895,747.603314467763,"LF_MA","decrease"
"175",59.6249921561924,-6.25674178531454,"Soil_pool_new",NA,0.113890187582269,0.0223479162504473,0.1352084471772,804.170850698454,"LF_MA","no_effect"
"176",4.23889838150518,0.688548061815021,"pH",NA,1.67689812883409e-18,0.332300069053602,0.76048119402078,28.2281709965398,"LF_MA","increase"
"177",0.155961734864112,-0.0141772678725518,"Nperc",NA,0.172226474753284,0.0238833978415384,0.0462756500987531,-328.075623589057,"LF_MA","no_effect"
"178",3.85912169264422,1.6045048802824,"P",NA,3.49423698606993e-05,0.135849899344591,0.339524718748956,359.694450468735,"LF_MA","increase"
"179",33.9772613994016,22.6042151734498,"K",NA,1.25874329901127e-09,0.256638265760837,0.513543863302951,765.147261588975,"LF_MA","increase"
"180",24.4695356859719,4.56923488278093,"Na",NA,0.0427501953453769,0.0198386174610295,0.591651643183032,691.480468620331,"LF_MA","increase"
